item_codeDataTextBox,barcode1,textBox1
O-C10-K4-X12x,O-C10-K4-X12x,Pusat
O-C10-K4-X13x,O-C10-K4-X13x,Pusat
O-C10-K4-X14x,O-C10-K4-X14x,Pusat
O-C10-K4-X15x,O-C10-K4-X15x,Pusat
O-C10-K4-X16x,O-C10-K4-X16x,Pusat
O-C10-K4-X17x,O-C10-K4-X17x,Pusat
O-C10-K4-X18x,O-C10-K4-X18x,Pusat
O-C10-K4-X19x,O-C10-K4-X19x,Pusat
O-C10-K4-X1x,O-C10-K4-X1x,Pusat
O-C10-K4-X20x,O-C10-K4-X20x,Pusat
O-C10-K4-X21x,O-C10-K4-X21x,Pusat
O-C10-K4-X22x,O-C10-K4-X22x,Pusat
O-C10-K4-X23x,O-C10-K4-X23x,Pusat
O-C10-K4-X24x,O-C10-K4-X24x,Pusat
O-C10-K4-X25x,O-C10-K4-X25x,Pusat
O-C10-K4-X26x,O-C10-K4-X26x,Pusat
O-C10-K4-X27x,O-C10-K4-X27x,Pusat
O-C10-K4-X28x,O-C10-K4-X28x,Pusat
O-C10-K4-X29x,O-C10-K4-X29x,Pusat
O-C10-K4-X2x,O-C10-K4-X2x,Pusat
O-C10-K4-X30x,O-C10-K4-X30x,Pusat
O-C10-K4-X3x,O-C10-K4-X3x,Pusat
O-C10-K4-X4x,O-C10-K4-X4x,Pusat
O-C10-K4-X5x,O-C10-K4-X5x,Pusat
O-C10-K4-X6x,O-C10-K4-X6x,Pusat
O-C10-K4-X7x,O-C10-K4-X7x,Pusat
O-C10-K4-X8x,O-C10-K4-X8x,Pusat
O-C10-K4-X9x,O-C10-K4-X9x,Pusat
O-C10-K5-X10x,O-C10-K5-X10x,Pusat
O-C10-K5-X11x,O-C10-K5-X11x,Pusat
O-C10-K5-X12x,O-C10-K5-X12x,Pusat
O-C10-K5-X13x,O-C10-K5-X13x,Pusat
O-C10-K5-X14x,O-C10-K5-X14x,Pusat
O-C10-K5-X15x,O-C10-K5-X15x,Pusat
O-C10-K5-X16x,O-C10-K5-X16x,Pusat
O-C10-K5-X17x,O-C10-K5-X17x,Pusat
O-C10-K5-X18x,O-C10-K5-X18x,Pusat
O-C10-K5-X19x,O-C10-K5-X19x,Pusat
O-C10-K5-X1x,O-C10-K5-X1x,Pusat
O-C10-K5-X20x,O-C10-K5-X20x,Pusat
O-C10-K5-X21x,O-C10-K5-X21x,Pusat
O-C10-K5-X22x,O-C10-K5-X22x,Pusat
O-C10-K5-X23x,O-C10-K5-X23x,Pusat
O-C10-K5-X24x,O-C10-K5-X24x,Pusat
O-C10-K5-X25x,O-C10-K5-X25x,Pusat
O-C10-K5-X26x,O-C10-K5-X26x,Pusat
O-C10-K5-X27x,O-C10-K5-X27x,Pusat
O-C10-K5-X28x,O-C10-K5-X28x,Pusat
O-C10-K5-X29x,O-C10-K5-X29x,Pusat
O-C10-K5-X2x,O-C10-K5-X2x,Pusat
O-C10-K5-X30x,O-C10-K5-X30x,Pusat
O-C10-K5-X3x,O-C10-K5-X3x,Pusat
O-C10-K5-X4x,O-C10-K5-X4x,Pusat
O-C10-K5-X5x,O-C10-K5-X5x,Pusat
O-C10-K5-X6x,O-C10-K5-X6x,Pusat
O-C10-K5-X7x,O-C10-K5-X7x,Pusat
O-C10-K5-X8x,O-C10-K5-X8x,Pusat
O-C10-K5-X9x,O-C10-K5-X9x,Pusat
O-C10-K6-X10x,O-C10-K6-X10x,Pusat
O-C10-K6-X11x,O-C10-K6-X11x,Pusat
O-C10-K6-X12x,O-C10-K6-X12x,Pusat
O-C10-K6-X13x,O-C10-K6-X13x,Pusat
O-C10-K6-X14x,O-C10-K6-X14x,Pusat
O-C10-K6-X15x,O-C10-K6-X15x,Pusat
O-C10-K6-X16x,O-C10-K6-X16x,Pusat
O-C10-K6-X17x,O-C10-K6-X17x,Pusat
O-C10-K6-X18x,O-C10-K6-X18x,Pusat
O-C10-K6-X19x,O-C10-K6-X19x,Pusat
O-C10-K6-X1x,O-C10-K6-X1x,Pusat
O-C10-K6-X20x,O-C10-K6-X20x,Pusat
O-C10-K6-X21x,O-C10-K6-X21x,Pusat
O-C10-K6-X22x,O-C10-K6-X22x,Pusat
O-C10-K6-X23x,O-C10-K6-X23x,Pusat
O-C10-K6-X24x,O-C10-K6-X24x,Pusat
O-C10-K6-X25x,O-C10-K6-X25x,Pusat
O-C10-K6-X26x,O-C10-K6-X26x,Pusat
O-C10-K6-X27x,O-C10-K6-X27x,Pusat
O-C10-K6-X28x,O-C10-K6-X28x,Pusat
O-C10-K6-X29x,O-C10-K6-X29x,Pusat
O-C10-K6-X2x,O-C10-K6-X2x,Pusat
O-C10-K6-X30x,O-C10-K6-X30x,Pusat
O-C10-K6-X3x,O-C10-K6-X3x,Pusat
O-C10-K6-X4x,O-C10-K6-X4x,Pusat
O-C10-K6-X5x,O-C10-K6-X5x,Pusat
O-C10-K6-X6x,O-C10-K6-X6x,Pusat
O-C10-K6-X7x,O-C10-K6-X7x,Pusat
O-C10-K6-X8x,O-C10-K6-X8x,Pusat
O-C10-K6-X9x,O-C10-K6-X9x,Pusat
O-C10-K7-X10x,O-C10-K7-X10x,Pusat
O-C10-K7-X11x,O-C10-K7-X11x,Pusat
O-C10-K7-X12x,O-C10-K7-X12x,Pusat
O-C10-K7-X13x,O-C10-K7-X13x,Pusat
O-C10-K7-X14x,O-C10-K7-X14x,Pusat
O-C10-K7-X15x,O-C10-K7-X15x,Pusat
O-C10-K7-X16x,O-C10-K7-X16x,Pusat
O-C10-K7-X17x,O-C10-K7-X17x,Pusat
O-C10-K7-X18x,O-C10-K7-X18x,Pusat
O-C10-K7-X19x,O-C10-K7-X19x,Pusat
O-C10-K7-X1x,O-C10-K7-X1x,Pusat
O-C10-K7-X20x,O-C10-K7-X20x,Pusat
O-C10-K7-X21x,O-C10-K7-X21x,Pusat
O-C10-K7-X22x,O-C10-K7-X22x,Pusat
O-C10-K7-X23x,O-C10-K7-X23x,Pusat
O-C10-K7-X24x,O-C10-K7-X24x,Pusat
O-C10-K7-X25x,O-C10-K7-X25x,Pusat
O-C10-K7-X26x,O-C10-K7-X26x,Pusat
O-C10-K7-X27x,O-C10-K7-X27x,Pusat
O-C10-K7-X28x,O-C10-K7-X28x,Pusat
O-C10-K7-X29x,O-C10-K7-X29x,Pusat
O-C10-K7-X2x,O-C10-K7-X2x,Pusat
O-C10-K7-X30x,O-C10-K7-X30x,Pusat
O-C10-K7-X3x,O-C10-K7-X3x,Pusat
O-C10-K7-X4x,O-C10-K7-X4x,Pusat
O-C10-K7-X5x,O-C10-K7-X5x,Pusat
O-C10-K7-X6x,O-C10-K7-X6x,Pusat
O-C10-K7-X7x,O-C10-K7-X7x,Pusat
O-C10-K7-X8x,O-C10-K7-X8x,Pusat
O-C10-K7-X9x,O-C10-K7-X9x,Pusat
O-C11-K1-X10x,O-C11-K1-X10x,Pusat
O-C11-K1-X11x,O-C11-K1-X11x,Pusat
O-C11-K1-X12x,O-C11-K1-X12x,Pusat
O-C11-K1-X13x,O-C11-K1-X13x,Pusat
O-C11-K1-X14x,O-C11-K1-X14x,Pusat
O-C11-K1-X15x,O-C11-K1-X15x,Pusat
O-C11-K1-X16x,O-C11-K1-X16x,Pusat
O-C11-K1-X17x,O-C11-K1-X17x,Pusat
O-C11-K1-X18x,O-C11-K1-X18x,Pusat
O-C11-K1-X19x,O-C11-K1-X19x,Pusat
O-C11-K1-X1x,O-C11-K1-X1x,Pusat
O-C11-K1-X20x,O-C11-K1-X20x,Pusat
O-C11-K1-X21x,O-C11-K1-X21x,Pusat
O-C11-K1-X22x,O-C11-K1-X22x,Pusat
O-C11-K1-X23x,O-C11-K1-X23x,Pusat
O-C11-K1-X24x,O-C11-K1-X24x,Pusat
O-C11-K1-X25x,O-C11-K1-X25x,Pusat
O-C11-K1-X26x,O-C11-K1-X26x,Pusat
O-C11-K1-X27x,O-C11-K1-X27x,Pusat
O-C11-K1-X28x,O-C11-K1-X28x,Pusat
O-C11-K1-X29x,O-C11-K1-X29x,Pusat
O-C11-K1-X2x,O-C11-K1-X2x,Pusat
O-C11-K1-X30x,O-C11-K1-X30x,Pusat
O-C11-K1-X3x,O-C11-K1-X3x,Pusat
O-C11-K1-X4x,O-C11-K1-X4x,Pusat
O-C11-K1-X5x,O-C11-K1-X5x,Pusat
O-C11-K1-X6x,O-C11-K1-X6x,Pusat
O-C11-K1-X7x,O-C11-K1-X7x,Pusat
O-C11-K1-X8x,O-C11-K1-X8x,Pusat
O-C11-K1-X9x,O-C11-K1-X9x,Pusat
O-C11-K2-X10x,O-C11-K2-X10x,Pusat
O-C11-K2-X11x,O-C11-K2-X11x,Pusat
O-C11-K2-X12x,O-C11-K2-X12x,Pusat
O-C11-K2-X13x,O-C11-K2-X13x,Pusat
O-C11-K2-X14x,O-C11-K2-X14x,Pusat
O-C11-K2-X15x,O-C11-K2-X15x,Pusat
O-C11-K2-X16x,O-C11-K2-X16x,Pusat
O-C11-K2-X17x,O-C11-K2-X17x,Pusat
O-C11-K2-X18x,O-C11-K2-X18x,Pusat
O-C11-K2-X19x,O-C11-K2-X19x,Pusat
O-C11-K2-X1x,O-C11-K2-X1x,Pusat
O-C11-K2-X20x,O-C11-K2-X20x,Pusat
O-C11-K2-X21x,O-C11-K2-X21x,Pusat
O-C11-K2-X22x,O-C11-K2-X22x,Pusat
O-C11-K2-X23x,O-C11-K2-X23x,Pusat
O-C11-K2-X24x,O-C11-K2-X24x,Pusat
O-C11-K2-X25x,O-C11-K2-X25x,Pusat
O-C11-K2-X26x,O-C11-K2-X26x,Pusat
O-C11-K2-X27x,O-C11-K2-X27x,Pusat
O-C11-K2-X28x,O-C11-K2-X28x,Pusat
O-C11-K2-X29x,O-C11-K2-X29x,Pusat
O-C11-K2-X2x,O-C11-K2-X2x,Pusat
O-C11-K2-X30x,O-C11-K2-X30x,Pusat
O-C11-K2-X3x,O-C11-K2-X3x,Pusat
O-C11-K2-X4x,O-C11-K2-X4x,Pusat
O-C11-K2-X5x,O-C11-K2-X5x,Pusat
O-C11-K2-X6x,O-C11-K2-X6x,Pusat
O-C11-K2-X7x,O-C11-K2-X7x,Pusat
O-C11-K2-X8x,O-C11-K2-X8x,Pusat
O-C11-K2-X9x,O-C11-K2-X9x,Pusat
O-C11-K3-X10x,O-C11-K3-X10x,Pusat
O-C11-K3-X11x,O-C11-K3-X11x,Pusat
O-C11-K3-X12x,O-C11-K3-X12x,Pusat
O-C11-K3-X13x,O-C11-K3-X13x,Pusat
O-C11-K3-X14x,O-C11-K3-X14x,Pusat
O-C11-K3-X15x,O-C11-K3-X15x,Pusat
O-C11-K3-X16x,O-C11-K3-X16x,Pusat
O-C11-K3-X17x,O-C11-K3-X17x,Pusat
O-C11-K3-X18x,O-C11-K3-X18x,Pusat
O-C11-K3-X19x,O-C11-K3-X19x,Pusat
O-C11-K3-X1x,O-C11-K3-X1x,Pusat
O-C11-K3-X20x,O-C11-K3-X20x,Pusat
O-C11-K3-X21x,O-C11-K3-X21x,Pusat
O-C11-K3-X22x,O-C11-K3-X22x,Pusat
O-C11-K3-X23x,O-C11-K3-X23x,Pusat
O-C11-K3-X24x,O-C11-K3-X24x,Pusat
O-C11-K3-X25x,O-C11-K3-X25x,Pusat
O-C11-K3-X26x,O-C11-K3-X26x,Pusat
O-C11-K3-X27x,O-C11-K3-X27x,Pusat
O-C11-K3-X28x,O-C11-K3-X28x,Pusat
O-C11-K3-X29x,O-C11-K3-X29x,Pusat
O-C11-K3-X2x,O-C11-K3-X2x,Pusat
O-C11-K3-X30x,O-C11-K3-X30x,Pusat
O-C11-K3-X3x,O-C11-K3-X3x,Pusat
O-C11-K3-X4x,O-C11-K3-X4x,Pusat
O-C11-K3-X5x,O-C11-K3-X5x,Pusat
O-C11-K3-X6x,O-C11-K3-X6x,Pusat
O-C11-K3-X7x,O-C11-K3-X7x,Pusat
O-C11-K3-X8x,O-C11-K3-X8x,Pusat
O-C11-K3-X9x,O-C11-K3-X9x,Pusat
O-C11-K4-X10x,O-C11-K4-X10x,Pusat
O-C11-K4-X11x,O-C11-K4-X11x,Pusat
O-C11-K4-X12x,O-C11-K4-X12x,Pusat
O-C11-K4-X13x,O-C11-K4-X13x,Pusat
O-C11-K4-X14x,O-C11-K4-X14x,Pusat
O-C11-K4-X15x,O-C11-K4-X15x,Pusat
O-C11-K4-X16x,O-C11-K4-X16x,Pusat
O-C11-K4-X17x,O-C11-K4-X17x,Pusat
O-C11-K4-X18x,O-C11-K4-X18x,Pusat
O-C11-K4-X19x,O-C11-K4-X19x,Pusat
O-C11-K4-X1x,O-C11-K4-X1x,Pusat
O-C11-K4-X20x,O-C11-K4-X20x,Pusat
O-C11-K4-X21x,O-C11-K4-X21x,Pusat
O-C11-K4-X22x,O-C11-K4-X22x,Pusat
O-C11-K4-X23x,O-C11-K4-X23x,Pusat
O-C11-K4-X24x,O-C11-K4-X24x,Pusat
O-C11-K4-X25x,O-C11-K4-X25x,Pusat
O-C11-K4-X26x,O-C11-K4-X26x,Pusat
O-C11-K4-X27x,O-C11-K4-X27x,Pusat
O-C11-K4-X28x,O-C11-K4-X28x,Pusat
O-C11-K4-X29x,O-C11-K4-X29x,Pusat
O-C11-K4-X2x,O-C11-K4-X2x,Pusat
O-C11-K4-X30x,O-C11-K4-X30x,Pusat
O-C11-K4-X3x,O-C11-K4-X3x,Pusat
O-C11-K4-X4x,O-C11-K4-X4x,Pusat
O-C11-K4-X5x,O-C11-K4-X5x,Pusat
O-C11-K4-X6x,O-C11-K4-X6x,Pusat
O-C11-K4-X7x,O-C11-K4-X7x,Pusat
O-C11-K4-X8x,O-C11-K4-X8x,Pusat
O-C11-K4-X9x,O-C11-K4-X9x,Pusat
O-C11-K5-X10x,O-C11-K5-X10x,Pusat
O-C11-K5-X11x,O-C11-K5-X11x,Pusat
O-C11-K5-X12x,O-C11-K5-X12x,Pusat
O-C11-K5-X13x,O-C11-K5-X13x,Pusat
O-C11-K5-X14x,O-C11-K5-X14x,Pusat
O-C11-K5-X15x,O-C11-K5-X15x,Pusat
O-C11-K5-X16x,O-C11-K5-X16x,Pusat
O-C11-K5-X17x,O-C11-K5-X17x,Pusat
O-C11-K5-X18x,O-C11-K5-X18x,Pusat
O-C11-K5-X19x,O-C11-K5-X19x,Pusat
O-C11-K5-X1x,O-C11-K5-X1x,Pusat
O-C11-K5-X20x,O-C11-K5-X20x,Pusat
O-C11-K5-X21x,O-C11-K5-X21x,Pusat
O-C11-K5-X22x,O-C11-K5-X22x,Pusat
O-C11-K5-X23x,O-C11-K5-X23x,Pusat
O-C11-K5-X24x,O-C11-K5-X24x,Pusat
O-C11-K5-X25x,O-C11-K5-X25x,Pusat
O-C11-K5-X26x,O-C11-K5-X26x,Pusat
O-C11-K5-X27x,O-C11-K5-X27x,Pusat
O-C11-K5-X28x,O-C11-K5-X28x,Pusat
O-C11-K5-X29x,O-C11-K5-X29x,Pusat
O-C11-K5-X2x,O-C11-K5-X2x,Pusat
O-C11-K5-X30x,O-C11-K5-X30x,Pusat
O-C11-K5-X3x,O-C11-K5-X3x,Pusat
O-C11-K5-X4x,O-C11-K5-X4x,Pusat
O-C11-K5-X5x,O-C11-K5-X5x,Pusat
O-C11-K5-X6x,O-C11-K5-X6x,Pusat
O-C11-K5-X7x,O-C11-K5-X7x,Pusat
O-C11-K5-X8x,O-C11-K5-X8x,Pusat
O-C11-K5-X9x,O-C11-K5-X9x,Pusat
O-C11-K6-X10x,O-C11-K6-X10x,Pusat
O-C11-K6-X11x,O-C11-K6-X11x,Pusat
O-C11-K6-X12x,O-C11-K6-X12x,Pusat
O-C11-K6-X13x,O-C11-K6-X13x,Pusat
O-C11-K6-X14x,O-C11-K6-X14x,Pusat
O-C11-K6-X15x,O-C11-K6-X15x,Pusat
O-C11-K6-X16x,O-C11-K6-X16x,Pusat
O-C11-K6-X17x,O-C11-K6-X17x,Pusat
O-C11-K6-X18x,O-C11-K6-X18x,Pusat
O-C11-K6-X19x,O-C11-K6-X19x,Pusat
O-C11-K6-X1x,O-C11-K6-X1x,Pusat
O-C11-K6-X20x,O-C11-K6-X20x,Pusat
O-C11-K6-X21x,O-C11-K6-X21x,Pusat
O-C11-K6-X22x,O-C11-K6-X22x,Pusat
O-C11-K6-X23x,O-C11-K6-X23x,Pusat
O-C11-K6-X24x,O-C11-K6-X24x,Pusat
O-C11-K6-X25x,O-C11-K6-X25x,Pusat
O-C11-K6-X26x,O-C11-K6-X26x,Pusat
O-C11-K6-X27x,O-C11-K6-X27x,Pusat
O-C11-K6-X28x,O-C11-K6-X28x,Pusat
O-C11-K6-X29x,O-C11-K6-X29x,Pusat
O-C11-K6-X2x,O-C11-K6-X2x,Pusat
O-C11-K6-X30x,O-C11-K6-X30x,Pusat
O-C11-K6-X3x,O-C11-K6-X3x,Pusat
O-C11-K6-X4x,O-C11-K6-X4x,Pusat
O-C11-K6-X5x,O-C11-K6-X5x,Pusat
O-C11-K6-X6x,O-C11-K6-X6x,Pusat
O-C11-K6-X7x,O-C11-K6-X7x,Pusat
O-C11-K6-X8x,O-C11-K6-X8x,Pusat
O-C11-K6-X9x,O-C11-K6-X9x,Pusat
O-C11-K7-X10x,O-C11-K7-X10x,Pusat
O-C11-K7-X11x,O-C11-K7-X11x,Pusat
O-C11-K7-X12x,O-C11-K7-X12x,Pusat
O-C11-K7-X13x,O-C11-K7-X13x,Pusat
O-C11-K7-X14x,O-C11-K7-X14x,Pusat
O-C11-K7-X15x,O-C11-K7-X15x,Pusat
O-C11-K7-X16x,O-C11-K7-X16x,Pusat
O-C11-K7-X17x,O-C11-K7-X17x,Pusat
O-C11-K7-X18x,O-C11-K7-X18x,Pusat
O-C11-K7-X19x,O-C11-K7-X19x,Pusat
O-C11-K7-X1x,O-C11-K7-X1x,Pusat
O-C11-K7-X20x,O-C11-K7-X20x,Pusat
O-C11-K7-X21x,O-C11-K7-X21x,Pusat
O-C11-K7-X22x,O-C11-K7-X22x,Pusat
O-C11-K7-X23x,O-C11-K7-X23x,Pusat
O-C11-K7-X24x,O-C11-K7-X24x,Pusat
O-C11-K7-X25x,O-C11-K7-X25x,Pusat
O-C11-K7-X26x,O-C11-K7-X26x,Pusat
O-C11-K7-X27x,O-C11-K7-X27x,Pusat
O-C11-K7-X28x,O-C11-K7-X28x,Pusat
O-C11-K7-X29x,O-C11-K7-X29x,Pusat
O-C11-K7-X2x,O-C11-K7-X2x,Pusat
O-C11-K7-X30x,O-C11-K7-X30x,Pusat
O-C11-K7-X3x,O-C11-K7-X3x,Pusat
O-C11-K7-X4x,O-C11-K7-X4x,Pusat
O-C11-K7-X5x,O-C11-K7-X5x,Pusat
O-C11-K7-X6x,O-C11-K7-X6x,Pusat
O-C11-K7-X7x,O-C11-K7-X7x,Pusat
O-C11-K7-X8x,O-C11-K7-X8x,Pusat
O-C11-K7-X9x,O-C11-K7-X9x,Pusat
O-C12-K1-X10x,O-C12-K1-X10x,Pusat
O-C12-K1-X11x,O-C12-K1-X11x,Pusat
O-C12-K1-X12x,O-C12-K1-X12x,Pusat
O-C12-K1-X13x,O-C12-K1-X13x,Pusat
O-C12-K1-X14x,O-C12-K1-X14x,Pusat
O-C12-K1-X15x,O-C12-K1-X15x,Pusat
O-C12-K1-X16x,O-C12-K1-X16x,Pusat
O-C12-K1-X17x,O-C12-K1-X17x,Pusat
O-C12-K1-X18x,O-C12-K1-X18x,Pusat
O-C12-K1-X19x,O-C12-K1-X19x,Pusat
O-C12-K1-X1x,O-C12-K1-X1x,Pusat
O-C12-K1-X20x,O-C12-K1-X20x,Pusat
O-C12-K1-X21x,O-C12-K1-X21x,Pusat
O-C12-K1-X22x,O-C12-K1-X22x,Pusat
O-C12-K1-X23x,O-C12-K1-X23x,Pusat
O-C12-K1-X24x,O-C12-K1-X24x,Pusat
O-C12-K1-X25x,O-C12-K1-X25x,Pusat
O-C12-K1-X26x,O-C12-K1-X26x,Pusat
O-C12-K1-X27x,O-C12-K1-X27x,Pusat
O-C12-K1-X28x,O-C12-K1-X28x,Pusat
O-C12-K1-X29x,O-C12-K1-X29x,Pusat
O-C12-K1-X2x,O-C12-K1-X2x,Pusat
O-C12-K1-X30x,O-C12-K1-X30x,Pusat
O-C12-K1-X3x,O-C12-K1-X3x,Pusat
O-C12-K1-X4x,O-C12-K1-X4x,Pusat
O-C12-K1-X5x,O-C12-K1-X5x,Pusat
O-C12-K1-X6x,O-C12-K1-X6x,Pusat
O-C12-K1-X7x,O-C12-K1-X7x,Pusat
O-C12-K1-X8x,O-C12-K1-X8x,Pusat
O-C12-K1-X9x,O-C12-K1-X9x,Pusat
O-C12-K2-X10x,O-C12-K2-X10x,Pusat
O-C12-K2-X11x,O-C12-K2-X11x,Pusat
O-C12-K2-X12x,O-C12-K2-X12x,Pusat
O-C12-K2-X13x,O-C12-K2-X13x,Pusat
O-C12-K2-X14x,O-C12-K2-X14x,Pusat
O-C12-K2-X15x,O-C12-K2-X15x,Pusat
O-C12-K2-X16x,O-C12-K2-X16x,Pusat
O-C12-K2-X17x,O-C12-K2-X17x,Pusat
O-C12-K2-X18x,O-C12-K2-X18x,Pusat
O-C12-K2-X19x,O-C12-K2-X19x,Pusat
O-C12-K2-X1x,O-C12-K2-X1x,Pusat
O-C12-K2-X20x,O-C12-K2-X20x,Pusat
O-C12-K2-X21x,O-C12-K2-X21x,Pusat
O-C12-K2-X22x,O-C12-K2-X22x,Pusat
O-C12-K2-X23x,O-C12-K2-X23x,Pusat
O-C12-K2-X24x,O-C12-K2-X24x,Pusat
O-C12-K2-X25x,O-C12-K2-X25x,Pusat
O-C12-K2-X26x,O-C12-K2-X26x,Pusat
O-C12-K2-X27x,O-C12-K2-X27x,Pusat
O-C12-K2-X28x,O-C12-K2-X28x,Pusat
O-C12-K2-X29x,O-C12-K2-X29x,Pusat
O-C12-K2-X2x,O-C12-K2-X2x,Pusat
O-C12-K2-X30x,O-C12-K2-X30x,Pusat
O-C12-K2-X3x,O-C12-K2-X3x,Pusat
O-C12-K2-X4x,O-C12-K2-X4x,Pusat
O-C12-K2-X5x,O-C12-K2-X5x,Pusat
O-C12-K2-X6x,O-C12-K2-X6x,Pusat
O-C12-K2-X7x,O-C12-K2-X7x,Pusat
O-C12-K2-X8x,O-C12-K2-X8x,Pusat
O-C12-K2-X9x,O-C12-K2-X9x,Pusat
O-C12-K3-X10x,O-C12-K3-X10x,Pusat
O-C12-K3-X11x,O-C12-K3-X11x,Pusat
O-C12-K3-X12x,O-C12-K3-X12x,Pusat
O-C12-K3-X13x,O-C12-K3-X13x,Pusat
O-C12-K3-X14x,O-C12-K3-X14x,Pusat
O-C12-K3-X15x,O-C12-K3-X15x,Pusat
O-C12-K3-X16x,O-C12-K3-X16x,Pusat
O-C12-K3-X17x,O-C12-K3-X17x,Pusat
O-C12-K3-X18x,O-C12-K3-X18x,Pusat
O-C12-K3-X19x,O-C12-K3-X19x,Pusat
O-C12-K3-X1x,O-C12-K3-X1x,Pusat
O-C12-K3-X20x,O-C12-K3-X20x,Pusat
O-C12-K3-X21x,O-C12-K3-X21x,Pusat
O-C12-K3-X22x,O-C12-K3-X22x,Pusat
O-C12-K3-X23x,O-C12-K3-X23x,Pusat
O-C12-K3-X24x,O-C12-K3-X24x,Pusat
O-C12-K3-X25x,O-C12-K3-X25x,Pusat
O-C12-K3-X26x,O-C12-K3-X26x,Pusat
O-C12-K3-X27x,O-C12-K3-X27x,Pusat
O-C12-K3-X28x,O-C12-K3-X28x,Pusat
O-C12-K3-X29x,O-C12-K3-X29x,Pusat
O-C12-K3-X2x,O-C12-K3-X2x,Pusat
O-C12-K3-X30x,O-C12-K3-X30x,Pusat
O-C12-K3-X3x,O-C12-K3-X3x,Pusat
O-C12-K3-X4x,O-C12-K3-X4x,Pusat
O-C12-K3-X5x,O-C12-K3-X5x,Pusat
O-C12-K3-X6x,O-C12-K3-X6x,Pusat
O-C12-K3-X7x,O-C12-K3-X7x,Pusat
O-C12-K3-X8x,O-C12-K3-X8x,Pusat
O-C12-K3-X9x,O-C12-K3-X9x,Pusat
O-C12-K4-X10x,O-C12-K4-X10x,Pusat
O-C12-K4-X11x,O-C12-K4-X11x,Pusat
O-C12-K4-X12x,O-C12-K4-X12x,Pusat
O-C12-K4-X13x,O-C12-K4-X13x,Pusat
O-C12-K4-X14x,O-C12-K4-X14x,Pusat
O-C12-K4-X15x,O-C12-K4-X15x,Pusat
O-C12-K4-X16x,O-C12-K4-X16x,Pusat
O-C12-K4-X17x,O-C12-K4-X17x,Pusat
O-C12-K4-X18x,O-C12-K4-X18x,Pusat
O-C12-K4-X19x,O-C12-K4-X19x,Pusat
O-C12-K4-X1x,O-C12-K4-X1x,Pusat
O-C12-K4-X20x,O-C12-K4-X20x,Pusat
O-C12-K4-X21x,O-C12-K4-X21x,Pusat
O-C12-K4-X22x,O-C12-K4-X22x,Pusat
O-C12-K4-X23x,O-C12-K4-X23x,Pusat
O-C12-K4-X24x,O-C12-K4-X24x,Pusat
O-C12-K4-X25x,O-C12-K4-X25x,Pusat
O-C12-K4-X26x,O-C12-K4-X26x,Pusat
O-C12-K4-X27x,O-C12-K4-X27x,Pusat
O-C12-K4-X28x,O-C12-K4-X28x,Pusat
O-C12-K4-X29x,O-C12-K4-X29x,Pusat
O-C12-K4-X2x,O-C12-K4-X2x,Pusat
O-C12-K4-X30x,O-C12-K4-X30x,Pusat
O-C12-K4-X3x,O-C12-K4-X3x,Pusat
O-C12-K4-X4x,O-C12-K4-X4x,Pusat
O-C12-K4-X5x,O-C12-K4-X5x,Pusat
O-C12-K4-X6x,O-C12-K4-X6x,Pusat
O-C12-K4-X7x,O-C12-K4-X7x,Pusat
O-C12-K4-X8x,O-C12-K4-X8x,Pusat
O-C12-K4-X9x,O-C12-K4-X9x,Pusat
O-C12-K5-X10x,O-C12-K5-X10x,Pusat
O-C12-K5-X11x,O-C12-K5-X11x,Pusat
O-C12-K5-X12x,O-C12-K5-X12x,Pusat
O-C12-K5-X13x,O-C12-K5-X13x,Pusat
O-C12-K5-X14x,O-C12-K5-X14x,Pusat
O-C12-K5-X15x,O-C12-K5-X15x,Pusat
O-C12-K5-X16x,O-C12-K5-X16x,Pusat
O-C12-K5-X17x,O-C12-K5-X17x,Pusat
O-C12-K5-X18x,O-C12-K5-X18x,Pusat
O-C12-K5-X19x,O-C12-K5-X19x,Pusat
O-C12-K5-X1x,O-C12-K5-X1x,Pusat
O-C12-K5-X20x,O-C12-K5-X20x,Pusat
O-C12-K5-X21x,O-C12-K5-X21x,Pusat
O-C12-K5-X22x,O-C12-K5-X22x,Pusat
O-C12-K5-X23x,O-C12-K5-X23x,Pusat
O-C12-K5-X24x,O-C12-K5-X24x,Pusat
O-C12-K5-X25x,O-C12-K5-X25x,Pusat
O-C12-K5-X26x,O-C12-K5-X26x,Pusat
O-C12-K5-X27x,O-C12-K5-X27x,Pusat
O-C12-K5-X28x,O-C12-K5-X28x,Pusat
O-C12-K5-X29x,O-C12-K5-X29x,Pusat
O-C12-K5-X2x,O-C12-K5-X2x,Pusat
O-C12-K5-X30x,O-C12-K5-X30x,Pusat
O-C12-K5-X3x,O-C12-K5-X3x,Pusat
O-C12-K5-X4x,O-C12-K5-X4x,Pusat
O-C12-K5-X5x,O-C12-K5-X5x,Pusat
O-C12-K5-X6x,O-C12-K5-X6x,Pusat
O-C12-K5-X7x,O-C12-K5-X7x,Pusat
O-C12-K5-X8x,O-C12-K5-X8x,Pusat
O-C12-K5-X9x,O-C12-K5-X9x,Pusat
O-C12-K6-X10x,O-C12-K6-X10x,Pusat
O-C12-K6-X11x,O-C12-K6-X11x,Pusat
O-C12-K6-X12x,O-C12-K6-X12x,Pusat
O-C12-K6-X13x,O-C12-K6-X13x,Pusat
